Site,Date,Turbidity(NTU) at 12AM,Turbidity(NTU) at 4AM,Turbidity(NTU) at 8AM,Turbidity(NTU) at 12PM,Turbidity(NTU) at 4PM,Turbidity(NTU) at 8PM,Average 24hrTurbidity(NTU),"Coliform, Fecal(fc/100mL)"
DEL18DT,2015-12-27T00:00:00,0.70,0.75,0.75,0.65,0.70,0.75,0.72,<1
DEL18DT,2015-12-28T00:00:00,0.70,0.70,0.80,0.75,0.75,0.75,0.74,<1
DEL18DT,2015-12-29T00:00:00,0.75,0.85,1.10,0.70,0.85,0.65,0.82,1
DEL18DT,2015-12-30T00:00:00,0.75,0.70,0.75,0.80,0.85,0.75,0.77,1
DEL18DT,2015-12-31T00:00:00,0.80,0.80,0.85,0.90,0.80,0.85,0.83,2
DEL18DT,2015-12-13T00:00:00,,0.70,0.65,0.75,0.70,0.70,0.70,<1
DEL18DT,2015-12-14T00:00:00,0.75,0.70,0.75,0.90,0.80,0.90,0.80,<1
DEL18DT,2015-12-15T00:00:00,0.80,0.75,0.90,1.00,0.85,0.75,0.84,<1
DEL18DT,2015-12-16T00:00:00,0.85,0.80,0.70,0.70,0.70,0.65,0.73,3
DEL18DT,2015-12-17T00:00:00,0.65,0.65,0.75,0.80,0.75,0.70,0.72,1
DEL18DT,2015-12-18T00:00:00,0.70,0.75,0.80,0.85,0.80,0.90,0.80,4
DEL18DT,2015-12-19T00:00:00,0.85,0.85,0.95,0.65,0.65,0.65,0.77,<1
DEL18DT,2015-12-20T00:00:00,0.65,0.70,0.70,0.75,0.75,0.85,0.73,1
DEL18DT,2015-12-21T00:00:00,0.90,0.80,0.85,0.65,0.70,0.75,0.78,<1
DEL18DT,2015-12-22T00:00:00,0.75,0.75,0.80,0.85,0.90,0.95,0.83,2
DEL18DT,2015-12-23T00:00:00,0.95,0.95,0.85,0.70,0.70,0.65,0.80,2
DEL18DT,2015-12-24T00:00:00,0.65,0.75,0.75,0.65,0.75,0.80,0.73,1
DEL18DT,2015-12-25T00:00:00,0.80,0.75,0.70,0.85,0.85,0.85,0.80,1
DEL18DT,2015-12-26T00:00:00,0.80,0.80,0.80,0.70,0.70,0.75,0.76,<1
DEL18DT,2015-12-27T00:00:00,0.70,0.75,0.75,0.65,0.70,0.75,0.72,<1
DEL18DT,2015-12-28T00:00:00,0.70,0.70,0.80,0.75,0.75,0.75,0.74,<1
DEL18DT,2015-12-29T00:00:00,0.75,0.85,1.10,0.70,0.85,0.65,0.82,1
DEL18DT,2015-12-30T00:00:00,0.75,0.70,0.75,0.80,0.85,0.75,0.77,1
DEL18DT,2015-12-31T00:00:00,0.80,0.80,0.85,0.90,0.80,0.85,0.83,2
DEL18DT,2016-01-01T00:00:00,0.90,0.90,0.85,0.80,0.75,0.85,0.84,<1
DEL18DT,2016-01-02T00:00:00,0.80,0.85,0.90,0.65,0.65,0.65,0.75,2
DEL18DT,2016-01-03T00:00:00,0.65,0.70,0.70,0.80,0.80,0.75,0.73,<1
DEL18DT,2016-01-04T00:00:00,0.85,0.80,0.85,0.75,0.95,0.80,0.83,<1
DEL18DT,2016-01-05T00:00:00,0.70,0.80,0.80,0.85,0.75,0.85,0.79,<1
DEL18DT,2016-01-06T00:00:00,0.75,0.85,0.80,0.80,0.75,0.80,0.79,<1
DEL18DT,2016-01-07T00:00:00,0.80,0.75,0.80,0.75,0.80,0.85,0.79,<1
DEL18DT,2016-01-08T00:00:00,0.85,0.85,0.80,0.75,0.80,0.85,0.82,1
DEL18DT,2016-01-09T00:00:00,0.75,0.90,0.80,0.75,0.65,0.75,0.77,<1
DEL18DT,2016-01-10T00:00:00,0.70,0.75,1.00,0.80,1.10,0.95,0.88,2
DEL18DT,2016-01-11T00:00:00,0.90,0.85,0.85,0.70,0.75,0.75,0.80,3
DEL18DT,2016-01-12T00:00:00,0.75,0.85,0.85,0.75,0.80,0.80,0.80,1
DEL18DT,2016-01-13T00:00:00,0.85,0.85,0.85,0.90,0.80,0.85,0.85,1
DEL18DT,2016-01-14T00:00:00,0.95,0.85,1.00,0.85,0.85,0.85,0.89,<1
DEL18DT,2016-01-15T00:00:00,0.90,0.80,0.85,0.80,0.85,0.85,0.84,<1
DEL18DT,2016-01-16T00:00:00,0.80,0.85,0.85,0.70,0.75,0.80,0.79,<1
DEL18DT,2016-01-17T00:00:00,0.80,0.80,0.75,0.80,0.85,0.75,0.79,<1
DEL18DT,2016-01-18T00:00:00,0.80,0.70,0.80,0.85,0.75,0.80,0.78,<1
DEL18DT,2016-01-19T00:00:00,0.70,0.80,0.75,0.70,0.85,0.80,0.77,<1
DEL18DT,2016-01-20T00:00:00,0.80,0.75,0.75,1.00,1.00,1.00,0.88,1
DEL18DT,2016-01-21T00:00:00,0.85,0.75,0.80,0.75,0.80,0.75,0.78,<1
DEL18DT,2016-01-22T00:00:00,0.85,0.75,0.75,0.90,0.95,0.90,0.85,<1
DEL18DT,2016-01-23T00:00:00,0.80,0.90,0.90,0.95,0.95,1.00,0.92,<1
DEL18DT,2016-01-24T00:00:00,1.00,0.85,0.90,1.10,0.75,0.65,0.88,<1
DEL18DT,2016-01-25T00:00:00,0.75,0.70,0.65,0.85,0.85,0.95,0.79,2
DEL18DT,2016-01-26T00:00:00,1.10,0.85,0.85,0.85,0.90,0.95,0.92,1
DEL18DT,2016-01-27T00:00:00,0.95,1.00,0.75,0.85,0.85,0.85,0.88,<1
DEL18DT,2016-01-28T00:00:00,0.85,0.90,0.80,0.85,0.85,0.95,0.87,<1
DEL18DT,2016-01-29T00:00:00,0.80,0.95,0.85,0.95,0.95,0.85,0.89,<1
DEL18DT,2016-01-30T00:00:00,0.90,0.90,0.90,0.80,0.80,0.80,0.85,<1
DEL18DT,2016-01-31T00:00:00,0.85,0.80,0.85,0.90,0.75,0.80,0.83,<1
DEL18DT,2016-02-01T00:00:00,0.80,0.80,0.80,0.80,0.90,0.85,0.83,<1
DEL18DT,2016-02-02T00:00:00,0.95,0.95,0.95,,,,0.95,<1
DEL18DT,2016-02-03T00:00:00,,0.95,0.90,0.90,0.95,0.95,0.93,<1
DEL18DT,2016-02-04T00:00:00,0.95,0.85,0.85,0.90,1.00,0.90,0.91,<1
DEL18DT,2016-02-05T00:00:00,0.90,0.90,0.90,0.90,0.95,0.95,0.92,<1
DEL18DT,2016-02-06T00:00:00,0.90,0.95,0.85,0.90,0.85,0.80,0.88,<1
DEL18DT,2016-02-07T00:00:00,0.90,0.90,0.80,0.80,0.85,0.85,0.85,1
DEL18DT,2016-02-08T00:00:00,0.90,0.85,1.10,1.20,0.85,1.00,0.98,<1
DEL18DT,2016-02-09T00:00:00,0.90,0.90,0.90,0.80,0.85,0.85,0.87,3
DEL18DT,2016-02-10T00:00:00,0.80,0.85,0.90,1.20,0.95,0.95,0.94,<1
DEL18DT,2016-02-11T00:00:00,0.90,0.90,0.85,,,,0.88,<1
DEL18DT,2016-02-12T00:00:00,0.80,0.85,0.80,1.00,0.80,0.95,0.87,1
DEL18DT,2016-02-13T00:00:00,0.95,1.00,1.00,0.85,0.80,0.85,0.91,1
DEL18DT,2016-02-14T00:00:00,0.85,0.85,0.90,0.90,0.95,0.95,0.90,<1
DEL18DT,2016-02-15T00:00:00,1.00,1.00,0.95,0.85,1.10,0.90,0.97,<1
DEL18DT,2016-02-16T00:00:00,0.90,0.90,1.00,0.90,1.00,0.90,0.93,2
DEL18DT,2016-02-17T00:00:00,0.95,0.90,1.00,0.85,0.85,0.85,0.90,2
DEL18DT,2016-02-18T00:00:00,0.85,0.80,0.95,0.80,0.80,0.85,0.84,<1
DEL18DT,2016-02-19T00:00:00,1.10,0.90,0.85,1.00,1.10,1.10,1.01,4
DEL18DT,2016-02-20T00:00:00,1.00,1.10,1.00,0.85,0.80,1.10,0.98,<1
DEL18DT,2016-02-21T00:00:00,1.00,0.90,0.85,0.85,0.95,0.95,0.92,<1
DEL18DT,2016-02-22T00:00:00,0.95,1.00,0.95,0.90,0.85,0.85,0.92,<1
DEL18DT,2016-02-23T00:00:00,0.95,0.85,0.95,1.30,1.30,1.40,1.13,<1
DEL18DT,2016-02-24T00:00:00,1.50,1.40,1.20,1.30,1.10,1.20,1.28,1
DEL18DT,2016-02-25T00:00:00,1.10,1.00,1.00,0.85,1.10,1.00,1.01,1
DEL18DT,2016-02-26T00:00:00,0.95,1.00,0.95,1.10,1.10,1.10,1.03,1
DEL18DT,2016-02-27T00:00:00,1.00,1.10,1.10,0.85,0.80,0.90,0.96,<1
DEL18DT,2016-02-28T00:00:00,0.95,0.95,1.00,0.90,0.85,0.85,0.92,2
DEL18DT,2016-02-29T00:00:00,0.90,0.90,1.00,0.75,0.90,0.90,0.89,1
DEL18DT,2016-03-01T00:00:00,0.85,0.85,0.85,0.85,0.90,0.90,0.87,<1
DEL18DT,2016-03-02T00:00:00,0.90,0.90,0.90,0.90,0.90,0.85,0.89,<1
DEL18DT,2016-03-03T00:00:00,0.85,0.85,0.90,0.85,1.00,0.90,0.89,<1
DEL18DT,2016-03-04T00:00:00,0.85,0.85,0.90,0.85,0.90,0.85,0.87,<1
DEL18DT,2016-03-05T00:00:00,0.85,0.90,0.85,0.85,0.80,1.20,0.91,<1
DEL18DT,2016-03-06T00:00:00,1.10,0.80,0.85,0.80,0.75,0.85,0.86,<1
DEL18DT,2016-03-07T00:00:00,0.85,0.85,0.85,0.85,0.85,0.95,0.87,<1
DEL18DT,2016-03-08T00:00:00,0.95,0.90,0.95,1.00,1.00,0.85,0.94,<1
DEL18DT,2016-03-09T00:00:00,0.90,0.90,0.85,0.85,0.80,0.90,0.87,<1
DEL18DT,2016-03-10T00:00:00,0.95,0.95,0.95,0.95,1.00,0.90,0.95,<1
DEL18DT,2016-03-11T00:00:00,0.90,0.90,0.85,0.80,0.95,1.00,0.90,<1
DEL18DT,2016-03-12T00:00:00,0.95,0.90,0.85,0.75,0.85,0.85,0.86,<1
DEL18DT,2016-03-13T00:00:00,0.85,0.85,0.85,0.85,0.85,0.85,0.85,<1
DEL18DT,2016-03-14T00:00:00,0.80,0.95,0.85,1.10,1.10,1.00,0.97,1
DEL18DT,2016-03-15T00:00:00,1.00,0.95,0.90,0.95,1.10,0.90,0.97,<1
DEL18DT,2016-03-16T00:00:00,0.90,0.90,0.85,1.00,0.80,0.90,0.89,<1
DEL18DT,2016-03-17T00:00:00,0.90,0.95,0.90,0.90,0.80,0.80,0.88,<1
DEL18DT,2016-03-18T00:00:00,0.90,0.95,0.85,0.80,0.80,0.80,0.85,<1
DEL18DT,2016-03-19T00:00:00,0.90,0.85,0.95,0.80,0.85,0.85,0.87,<1
DEL18DT,2016-03-20T00:00:00,0.85,0.85,0.85,0.80,1.00,1.00,0.89,<1
DEL18DT,2016-03-21T00:00:00,1.10,0.95,0.95,0.80,0.80,0.80,0.90,<1
DEL18DT,2016-03-22T00:00:00,0.80,0.85,0.85,0.80,0.80,0.80,0.82,<1
DEL18DT,2016-03-23T00:00:00,0.75,0.75,0.80,0.95,0.95,0.95,0.86,1
DEL18DT,2016-03-24T00:00:00,0.90,0.85,0.90,0.80,0.90,0.85,0.87,1
DEL18DT,2016-03-25T00:00:00,0.90,0.80,0.80,0.80,0.95,0.90,0.86,<1
DEL18DT,2016-03-26T00:00:00,0.85,1.00,0.85,0.80,0.75,0.80,0.84,<1
DEL18DT,2016-03-27T00:00:00,0.85,0.85,1.00,0.80,0.80,0.75,0.84,<1
DEL18DT,2016-03-28T00:00:00,0.75,0.80,0.75,0.75,0.80,0.90,0.79,1
DEL18DT,2016-03-29T00:00:00,0.80,0.85,0.70,0.85,0.75,0.75,0.78,<1
DEL18DT,2016-03-30T00:00:00,0.85,0.85,0.85,0.80,0.90,0.80,0.84,<1
DEL18DT,2016-03-31T00:00:00,0.75,0.75,0.75,0.80,0.75,0.85,0.78,<1
DEL18DT,2016-04-01T00:00:00,0.90,0.85,0.85,0.85,0.90,0.95,0.88,<1
DEL18DT,2016-04-02T00:00:00,0.85,1.00,0.85,1.10,0.95,0.90,0.94,<1
DEL18DT,2016-04-03T00:00:00,0.90,0.90,1.10,0.80,0.85,0.80,0.89,<1
DEL18DT,2016-04-04T00:00:00,0.85,0.85,0.90,0.80,0.90,1.00,0.88,<1
DEL18DT,2016-04-05T00:00:00,1.00,1.00,1.10,0.95,0.85,0.95,0.98,<1
DEL18DT,2016-04-06T00:00:00,0.85,0.95,0.90,0.90,0.85,0.95,0.90,<1
DEL18DT,2016-04-07T00:00:00,1.00,0.95,0.95,0.80,0.90,0.85,0.91,<1
DEL18DT,2016-04-08T00:00:00,0.85,0.85,0.85,0.80,0.80,0.95,0.85,1
DEL18DT,2016-04-09T00:00:00,0.90,0.90,1.00,0.90,0.90,0.90,0.92,<1
DEL18DT,2016-04-10T00:00:00,0.95,0.80,0.90,0.80,0.85,0.85,0.86,<1
DEL18DT,2016-04-11T00:00:00,0.80,1.00,0.85,0.85,1.30,1.10,0.98,<1
DEL18DT,2016-04-12T00:00:00,0.95,0.90,1.00,0.85,0.85,0.90,0.91,<1
DEL18DT,2016-04-13T00:00:00,0.80,0.85,0.95,0.90,1.00,1.10,0.93,<1
DEL18DT,2016-04-14T00:00:00,0.95,1.10,0.90,0.95,1.00,0.85,0.96,<1
DEL18DT,2016-04-15T00:00:00,0.95,1.00,1.00,1.00,0.90,0.85,0.95,<1
DEL18DT,2016-04-16T00:00:00,0.85,0.90,1.00,1.10,1.00,1.00,0.98,<1
DEL18DT,2016-04-17T00:00:00,0.95,1.00,0.95,0.95,1.00,1.10,0.99,<1
DEL18DT,2016-04-18T00:00:00,0.95,1.00,1.00,1.00,0.80,0.90,0.94,<1
DEL18DT,2016-04-19T00:00:00,0.85,0.90,0.90,1.00,1.10,1.10,0.98,<1
DEL18DT,2016-04-20T00:00:00,0.90,1.00,1.00,0.95,0.90,0.95,0.95,<1
DEL18DT,2016-04-21T00:00:00,1.00,1.00,0.90,1.00,1.00,1.00,0.98,<1
DEL18DT,2016-04-22T00:00:00,1.00,1.00,0.95,0.90,0.90,0.90,0.94,<1
DEL18DT,2016-04-23T00:00:00,1.00,0.95,1.00,0.80,0.85,0.85,0.91,1
DEL18DT,2016-04-24T00:00:00,0.95,1.20,0.90,0.95,0.85,0.90,0.96,<1
DEL18DT,2016-04-25T00:00:00,0.85,0.90,0.85,0.85,0.85,0.80,0.85,<1
DEL18DT,2016-04-26T00:00:00,0.85,0.85,0.90,0.80,0.95,0.85,0.87,<1
DEL18DT,2016-04-27T00:00:00,0.80,0.75,0.80,0.75,0.75,0.85,0.78,<1
DEL18DT,2016-04-28T00:00:00,0.80,0.85,0.85,0.80,0.75,0.80,0.81,1
DEL18DT,2016-04-29T00:00:00,0.80,0.80,0.80,0.80,0.80,0.70,0.78,<1
DEL18DT,2016-04-30T00:00:00,0.60,0.70,0.70,0.75,0.80,1.00,0.76,<1
DEL18DT,2016-05-01T00:00:00,0.95,1.10,0.85,0.75,0.65,0.70,0.83,<1
DEL18DT,2016-05-02T00:00:00,0.70,0.75,0.75,0.75,0.75,0.80,0.75,<1
DEL18DT,2016-05-03T00:00:00,0.90,0.75,0.80,0.70,0.80,0.75,0.78,<1
DEL18DT,2016-05-04T00:00:00,0.70,0.75,0.65,0.75,0.75,0.75,0.73,<1
DEL18DT,2016-05-05T00:00:00,0.70,0.70,0.70,0.70,0.75,0.85,0.73,<1
DEL18DT,2016-05-06T00:00:00,0.85,0.75,0.80,1.00,0.80,0.95,0.86,<1
DEL18DT,2016-05-07T00:00:00,0.85,0.95,0.95,0.85,0.80,0.90,0.88,2
DEL18DT,2016-05-08T00:00:00,0.95,0.80,0.85,0.85,0.75,0.75,0.83,<1
DEL18DT,2016-05-09T00:00:00,0.75,0.85,0.85,0.90,0.80,0.75,0.82,1
DEL18DT,2016-05-10T00:00:00,0.75,0.85,0.70,0.70,0.75,0.80,0.76,<1
DEL18DT,2016-05-11T00:00:00,0.85,1.00,0.90,0.70,0.80,0.65,0.82,<1
DEL18DT,2016-05-12T00:00:00,0.65,0.70,0.75,0.65,0.70,0.75,0.70,<1
DEL18DT,2016-05-13T00:00:00,0.85,0.80,0.75,0.75,0.80,0.75,0.78,<1
DEL18DT,2016-05-14T00:00:00,0.80,0.80,0.75,0.75,0.80,0.70,0.77,1
DEL18DT,2016-05-15T00:00:00,0.95,0.80,0.85,0.85,0.75,0.85,0.84,<1
DEL18DT,2016-05-16T00:00:00,0.75,0.75,0.70,0.60,0.85,0.80,0.74,<1
DEL18DT,2016-05-17T00:00:00,0.90,0.80,0.75,0.80,0.65,0.75,0.78,<1
DEL18DT,2016-05-18T00:00:00,0.70,0.75,0.75,0.80,0.75,0.85,0.77,<1
DEL18DT,2016-05-19T00:00:00,0.70,0.75,0.70,0.65,0.80,0.75,0.73,<1
DEL18DT,2016-05-20T00:00:00,0.80,0.75,0.80,0.75,0.85,0.65,0.77,1
DEL18DT,2016-05-21T00:00:00,0.85,0.80,0.80,0.80,0.75,0.80,0.80,<1
DEL18DT,2016-05-22T00:00:00,0.75,0.70,0.75,0.75,0.70,0.75,0.73,<1
DEL18DT,2016-05-23T00:00:00,0.80,0.70,0.80,0.70,0.75,0.70,0.74,1
DEL18DT,2016-05-24T00:00:00,0.80,0.85,0.70,0.80,0.80,0.75,0.78,1
DEL18DT,2016-05-25T00:00:00,0.75,0.70,0.75,0.85,0.90,0.70,0.78,<1
DEL18DT,2016-05-26T00:00:00,0.85,0.85,0.85,0.70,0.75,0.80,0.80,1
DEL18DT,2016-05-27T00:00:00,0.80,0.75,0.70,0.70,0.75,0.75,0.74,1
DEL18DT,2016-05-28T00:00:00,0.75,0.80,0.70,0.75,0.75,0.80,0.76,<1
DEL18DT,2016-05-29T00:00:00,0.70,0.75,0.75,0.80,0.75,0.85,0.77,<1
DEL18DT,2016-05-30T00:00:00,0.70,0.80,0.75,0.70,0.75,0.70,0.73,1
DEL18DT,2016-05-31T00:00:00,0.95,0.80,0.75,0.80,0.75,0.75,0.80,2
DEL18DT,2016-06-01T00:00:00,0.70,0.85,0.75,,0.90,0.65,0.77,
DEL18DT,2016-06-02T00:00:00,0.65,0.70,0.65,0.70,0.70,0.75,0.69,<1
DEL18DT,2016-06-03T00:00:00,0.80,0.60,0.75,0.65,0.65,0.70,0.69,<1
DEL18DT,2016-06-04T00:00:00,0.65,0.65,0.70,0.70,0.75,0.70,0.69,<1
DEL18DT,2016-06-05T00:00:00,0.75,0.80,0.80,1.00,0.65,0.70,0.78,<1
DEL18DT,2016-06-06T00:00:00,0.80,0.70,0.75,0.65,0.65,0.70,0.71,<1
DEL18DT,2016-06-07T00:00:00,0.70,0.70,0.65,0.60,0.75,0.85,0.71,<1
DEL18DT,2016-06-08T00:00:00,0.70,0.75,0.65,0.70,0.70,0.70,0.70,3
DEL18DT,2016-06-09T00:00:00,0.80,0.70,0.70,0.70,0.75,0.80,0.74,<1
DEL18DT,2016-06-10T00:00:00,0.85,0.75,0.75,0.75,0.75,0.70,0.76,<1
DEL18DT,2016-06-11T00:00:00,0.60,0.70,0.80,0.75,0.80,0.80,0.74,1
DEL18DT,2016-06-12T00:00:00,0.80,0.75,0.75,0.95,0.85,0.85,0.83,1
DEL18DT,2016-06-13T00:00:00,0.80,0.85,0.80,0.70,0.85,0.75,0.79,<1
DEL18DT,2016-06-14T00:00:00,0.75,0.80,0.80,0.95,0.90,0.80,0.83,2
DEL18DT,2016-06-15T00:00:00,0.80,0.85,0.80,0.90,1.00,0.85,0.87,1
DEL18DT,2016-06-16T00:00:00,0.85,0.95,0.90,0.80,0.80,0.95,0.88,<1
DEL18DT,2016-06-17T00:00:00,0.90,0.90,1.30,0.80,1.00,0.80,0.95,1
DEL18DT,2016-06-18T00:00:00,0.85,0.95,0.80,0.85,1.00,1.10,0.93,<1
DEL18DT,2016-06-19T00:00:00,0.95,0.95,0.85,0.90,0.85,0.90,0.90,<1
DEL18DT,2016-06-20T00:00:00,0.95,0.80,0.70,0.90,4.30,0.90,1.43,1
DEL18DT,2016-06-21T00:00:00,0.95,0.90,0.85,0.85,0.90,0.80,0.88,1
DEL18DT,2016-06-22T00:00:00,0.80,0.85,1.00,0.85,0.85,0.90,0.88,<1
DEL18DT,2016-06-23T00:00:00,0.90,0.90,0.80,0.95,0.90,0.85,0.88,<1
DEL18DT,2016-06-24T00:00:00,0.80,0.80,0.85,0.65,0.70,0.75,0.76,<1
DEL18DT,2016-06-25T00:00:00,0.80,0.75,0.70,0.80,0.75,0.80,0.77,1
DEL18DT,2016-06-26T00:00:00,0.85,0.80,0.75,0.85,0.75,0.75,0.79,<1
DEL18DT,2016-06-27T00:00:00,0.80,0.70,0.80,0.95,0.85,1.10,0.87,<1
DEL18DT,2016-06-28T00:00:00,0.95,0.90,0.95,0.70,0.70,0.70,0.82,<1
DEL18DT,2016-06-29T00:00:00,0.80,0.75,0.80,0.80,1.10,0.65,0.82,<1
DEL18DT,2016-06-30T00:00:00,0.65,0.80,0.75,0.80,0.90,0.85,0.79,1
DEL18DT,2016-07-01T00:00:00,0.80,0.90,0.70,0.55,0.75,0.65,0.73,<1
DEL18DT,2016-07-02T00:00:00,0.65,0.65,0.70,0.85,0.85,0.85,0.76,1
DEL18DT,2016-07-03T00:00:00,0.75,0.70,0.70,0.80,0.80,0.75,0.75,<1
DEL18DT,2016-07-04T00:00:00,0.70,0.70,0.70,0.75,0.80,0.85,0.75,<1
DEL18DT,2016-07-05T00:00:00,0.85,0.80,0.70,0.70,0.70,0.70,0.74,1
DEL18DT,2016-07-06T00:00:00,0.80,0.65,0.65,0.90,0.75,0.75,0.75,<1
DEL18DT,2016-07-07T00:00:00,0.75,0.75,0.80,0.80,0.70,0.75,0.76,<1
DEL18DT,2016-07-08T00:00:00,0.75,0.65,0.80,0.75,0.70,0.70,0.73,<1
DEL18DT,2016-07-09T00:00:00,0.65,0.65,0.70,0.65,0.65,0.65,0.66,1
DEL18DT,2016-07-10T00:00:00,0.65,0.65,0.65,0.60,0.65,0.65,0.64,<1
DEL18DT,2016-07-11T00:00:00,0.65,0.70,0.65,0.70,0.60,0.70,0.67,<1
DEL18DT,2016-07-12T00:00:00,0.60,0.60,0.65,0.60,0.65,0.65,0.63,1
DEL18DT,2016-07-13T00:00:00,0.65,0.65,0.65,0.60,0.70,0.55,0.63,<1
DEL18DT,2016-07-14T00:00:00,0.55,0.60,0.65,0.70,0.65,0.65,0.63,<1
DEL18DT,2016-07-15T00:00:00,0.60,0.65,1.30,0.60,0.60,0.65,0.73,2
DEL18DT,2016-07-16T00:00:00,0.60,0.70,0.60,0.75,0.70,0.70,0.68,2
DEL18DT,2016-07-17T00:00:00,0.65,0.65,0.60,0.80,0.75,0.70,0.69,1
DEL18DT,2016-07-18T00:00:00,0.80,0.70,0.65,0.75,0.70,0.75,0.73,<1
DEL18DT,2016-07-19T00:00:00,0.70,0.65,0.70,0.70,0.80,0.75,0.72,1
DEL18DT,2016-07-20T00:00:00,0.75,0.75,0.80,0.80,0.70,0.70,0.75,<1
DEL18DT,2016-07-21T00:00:00,0.80,0.80,0.80,0.75,0.75,0.80,0.78,<1
DEL18DT,2016-07-22T00:00:00,0.80,0.70,0.75,0.70,0.70,0.85,0.75,<1
DEL18DT,2016-07-23T00:00:00,0.80,0.75,0.75,0.85,0.95,0.90,0.83,<1
DEL18DT,2016-07-24T00:00:00,0.85,0.90,0.75,0.80,0.90,0.95,0.86,<1
DEL18DT,2016-07-25T00:00:00,0.95,0.90,0.80,0.80,0.90,0.85,0.87,<1
DEL18DT,2016-07-26T00:00:00,1.10,1.00,1.20,0.90,0.80,0.85,0.98,<1
DEL18DT,2016-07-27T00:00:00,0.90,0.85,0.90,1.20,0.85,0.85,0.93,<1
DEL18DT,2016-07-28T00:00:00,0.80,0.90,0.85,0.85,0.95,1.40,0.96,<1
DEL18DT,2016-07-29T00:00:00,0.85,0.80,0.80,0.75,0.70,0.95,0.81,2
DEL18DT,2016-07-30T00:00:00,0.80,0.75,0.75,0.80,0.75,0.85,0.78,<1
DEL18DT,2016-07-31T00:00:00,0.85,0.85,0.80,0.65,0.60,0.60,0.73,<1
DEL18DT,2016-08-01T00:00:00,0.70,0.75,0.75,0.65,0.65,0.70,0.70,2
DEL18DT,2016-08-02T00:00:00,0.75,0.70,0.80,0.70,0.75,0.75,0.74,1
DEL18DT,2016-08-03T00:00:00,0.75,0.70,0.75,0.85,0.80,0.70,0.76,1
DEL18DT,2016-08-04T00:00:00,0.75,0.75,0.75,0.80,0.75,0.80,0.77,<1
DEL18DT,2016-08-05T00:00:00,0.75,0.75,0.70,0.85,0.75,0.70,0.75,2
DEL18DT,2016-08-06T00:00:00,0.65,0.75,0.75,0.85,0.90,0.85,0.79,<1
DEL18DT,2016-08-07T00:00:00,0.85,0.85,0.70,0.70,0.95,0.85,0.82,<1
DEL18DT,2016-08-08T00:00:00,0.75,0.75,0.70,0.70,0.85,0.75,0.75,<1
DEL18DT,2016-08-09T00:00:00,0.85,0.75,0.75,0.80,0.85,0.85,0.81,<1
DEL18DT,2016-08-10T00:00:00,0.80,0.80,0.70,0.80,0.80,0.80,0.78,1
DEL18DT,2016-08-11T00:00:00,0.80,0.85,0.80,0.80,0.80,0.85,0.82,<1
DEL18DT,2016-08-12T00:00:00,0.90,0.70,0.80,0.85,0.80,0.75,0.80,<1
